Адр,МК,IP,CR,AR,DR,SP,BR,AC,PS,NZVCСчМК
C4,80DE801040,126,0000,125,0000,000,0125,FFFF,008,1000DE
DE,4000000000,126,0000,125,0000,000,0125,FFFF,008,1000DF
DF,8001101040,126,0000,125,0000,000,0125,FFFF,008,100001
01,00A0009004,126,0000,126,0000,000,0126,FFFF,008,100002
02,0104009420,127,0000,126,0000,000,0126,FFFF,008,100003
03,0002009001,127,0000,126,0000,000,0126,FFFF,008,100004
04,8109804002,127,0000,126,0000,000,0126,FFFF,008,100005
05,810C404002,127,0000,126,0000,000,0126,FFFF,008,100006
06,810C204002,127,0000,126,0000,000,0126,FFFF,008,100007
07,8078104002,127,0000,126,0000,000,0126,FFFF,008,100078
78,81A4084002,127,0000,126,0000,000,0126,FFFF,008,100079
79,8189044002,127,0000,126,0000,000,0126,FFFF,008,10007A
7A,817D024002,127,0000,126,0000,000,0126,FFFF,008,10007B
7B,80C4014002,127,0000,126,0000,000,0126,FFFF,008,1000C4
C4,80DE801040,127,0000,126,0000,000,0126,FFFF,008,1000DE
DE,4000000000,127,0000,126,0000,000,0126,FFFF,008,1000DF
DF,8001101040,127,0000,126,0000,000,0126,FFFF,008,100001
01,00A0009004,127,0000,127,0000,000,0127,FFFF,008,100002
02,0104009420,128,0000,127,0000,000,0127,FFFF,008,100003
03,0002009001,128,0000,127,0000,000,0127,FFFF,008,100004
04,8109804002,128,0000,127,0000,000,0127,FFFF,008,100005
05,810C404002,128,0000,127,0000,000,0127,FFFF,008,100006
06,810C204002,128,0000,127,0000,000,0127,FFFF,008,100007
07,8078104002,128,0000,127,0000,000,0127,FFFF,008,100078
78,81A4084002,128,0000,127,0000,000,0127,FFFF,008,100079
79,8189044002,128,0000,127,0000,000,0127,FFFF,008,10007A
7A,817D024002,128,0000,127,0000,000,0127,FFFF,008,10007B
7B,80C4014002,128,0000,127,0000,000,0127,FFFF,008,1000C4
C4,80DE801040,128,0000,127,0000,000,0127,FFFF,008,1000DE
DE,4000000000,128,0000,127,0000,000,0127,FFFF,008,1000DF
DF,8001101040,128,0000,127,0000,000,0127,FFFF,008,100001
01,00A0009004,128,0000,128,0000,000,0128,FFFF,008,100002
02,0104009420,129,0000,128,0000,000,0128,FFFF,008,100003
03,0002009001,129,0000,128,0000,000,0128,FFFF,008,100004
04,8109804002,129,0000,128,0000,000,0128,FFFF,008,100005
05,810C404002,129,0000,128,0000,000,0128,FFFF,008,100006
06,810C204002,129,0000,128,0000,000,0128,FFFF,008,100007
07,8078104002,129,0000,128,0000,000,0128,FFFF,008,100078
78,81A4084002,129,0000,128,0000,000,0128,FFFF,008,100079
79,8189044002,129,0000,128,0000,000,0128,FFFF,008,10007A
7A,817D024002,129,0000,128,0000,000,0128,FFFF,008,10007B
7B,80C4014002,129,0000,128,0000,000,0128,FFFF,008,1000C4
C4,80DE801040,129,0000,128,0000,000,0128,FFFF,008,1000DE
DE,4000000000,129,0000,128,0000,000,0128,FFFF,008,1000DF
DF,8001101040,129,0000,128,0000,000,0128,FFFF,008,100001
01,00A0009004,129,0000,129,0000,000,0129,FFFF,008,100002
02,0104009420,12A,0000,129,0000,000,0129,FFFF,008,100003
03,0002009001,12A,0000,129,0000,000,0129,FFFF,008,100004
04,8109804002,12A,0000,129,0000,000,0129,FFFF,008,100005
05,810C404002,12A,0000,129,0000,000,0129,FFFF,008,100006
06,810C204002,12A,0000,129,0000,000,0129,FFFF,008,100007
07,8078104002,12A,0000,129,0000,000,0129,FFFF,008,100078
78,81A4084002,12A,0000,129,0000,000,0129,FFFF,008,100079
79,8189044002,12A,0000,129,0000,000,0129,FFFF,008,10007A
7A,817D024002,12A,0000,129,0000,000,0129,FFFF,008,10007B
7B,80C4014002,12A,0000,129,0000,000,0129,FFFF,008,1000C4
C4,80DE801040,12A,0000,129,0000,000,0129,FFFF,008,1000DE
DE,4000000000,12A,0000,129,0000,000,0129,FFFF,008,1000DF
DF,8001101040,12A,0000,129,0000,000,0129,FFFF,008,100001
01,00A0009004,12A,0000,12A,0000,000,012A,FFFF,008,100002
02,0104009420,12B,0000,12A,0000,000,012A,FFFF,008,100003
03,0002009001,12B,0000,12A,0000,000,012A,FFFF,008,100004
04,8109804002,12B,0000,12A,0000,000,012A,FFFF,008,100005
05,810C404002,12B,0000,12A,0000,000,012A,FFFF,008,100006
06,810C204002,12B,0000,12A,0000,000,012A,FFFF,008,100007
07,8078104002,12B,0000,12A,0000,000,012A,FFFF,008,100078
78,81A4084002,12B,0000,12A,0000,000,012A,FFFF,008,100079
79,8189044002,12B,0000,12A,0000,000,012A,FFFF,008,10007A
7A,817D024002,12B,0000,12A,0000,000,012A,FFFF,008,10007B
7B,80C4014002,12B,0000,12A,0000,000,012A,FFFF,008,1000C4
C4,80DE801040,12B,0000,12A,0000,000,012A,FFFF,008,1000DE
DE,4000000000,12B,0000,12A,0000,000,012A,FFFF,008,1000DF
DF,8001101040,12B,0000,12A,0000,000,012A,FFFF,008,100001
01,00A0009004,12B,0000,12B,0000,000,012B,FFFF,008,100002
02,0104009420,12C,0000,12B,0000,000,012B,FFFF,008,100003
03,0002009001,12C,0000,12B,0000,000,012B,FFFF,008,100004
04,8109804002,12C,0000,12B,0000,000,012B,FFFF,008,100005
05,810C404002,12C,0000,12B,0000,000,012B,FFFF,008,100006
06,810C204002,12C,0000,12B,0000,000,012B,FFFF,008,100007
07,8078104002,12C,0000,12B,0000,000,012B,FFFF,008,100078
78,81A4084002,12C,0000,12B,0000,000,012B,FFFF,008,100079
79,8189044002,12C,0000,12B,0000,000,012B,FFFF,008,10007A
7A,817D024002,12C,0000,12B,0000,000,012B,FFFF,008,10007B
7B,80C4014002,12C,0000,12B,0000,000,012B,FFFF,008,1000C4
C4,80DE801040,12C,0000,12B,0000,000,012B,FFFF,008,1000DE
DE,4000000000,12C,0000,12B,0000,000,012B,FFFF,008,1000DF
DF,8001101040,12C,0000,12B,0000,000,012B,FFFF,008,100001
01,00A0009004,12C,0000,12C,0000,000,012C,FFFF,008,100002
02,0104009420,12D,0000,12C,0000,000,012C,FFFF,008,100003
03,0002009001,12D,0000,12C,0000,000,012C,FFFF,008,100004
04,8109804002,12D,0000,12C,0000,000,012C,FFFF,008,100005
05,810C404002,12D,0000,12C,0000,000,012C,FFFF,008,100006
06,810C204002,12D,0000,12C,0000,000,012C,FFFF,008,100007
07,8078104002,12D,0000,12C,0000,000,012C,FFFF,008,100078
78,81A4084002,12D,0000,12C,0000,000,012C,FFFF,008,100079
79,8189044002,12D,0000,12C,0000,000,012C,FFFF,008,10007A
7A,817D024002,12D,0000,12C,0000,000,012C,FFFF,008,10007B
7B,80C4014002,12D,0000,12C,0000,000,012C,FFFF,008,1000C4
C4,80DE801040,12D,0000,12C,0000,000,012C,FFFF,008,1000DE
DE,4000000000,12D,0000,12C,0000,000,012C,FFFF,008,1000DF
DF,8001101040,12D,0000,12C,0000,000,012C,FFFF,008,100001
01,00A0009004,12D,0000,12D,0000,000,012D,FFFF,008,100002
02,0104009420,12E,0000,12D,0000,000,012D,FFFF,008,100003
03,0002009001,12E,0000,12D,0000,000,012D,FFFF,008,100004
04,8109804002,12E,0000,12D,0000,000,012D,FFFF,008,100005
05,810C404002,12E,0000,12D,0000,000,012D,FFFF,008,100006
06,810C204002,12E,0000,12D,0000,000,012D,FFFF,008,100007
07,8078104002,12E,0000,12D,0000,000,012D,FFFF,008,100078
78,81A4084002,12E,0000,12D,0000,000,012D,FFFF,008,100079
79,8189044002,12E,0000,12D,0000,000,012D,FFFF,008,10007A
7A,817D024002,12E,0000,12D,0000,000,012D,FFFF,008,10007B
7B,80C4014002,12E,0000,12D,0000,000,012D,FFFF,008,1000C4
C4,80DE801040,12E,0000,12D,0000,000,012D,FFFF,008,1000DE
DE,4000000000,12E,0000,12D,0000,000,012D,FFFF,008,1000DF
DF,8001101040,12E,0000,12D,0000,000,012D,FFFF,008,100001
01,00A0009004,12E,0000,12E,0000,000,012E,FFFF,008,100002
02,0104009420,12F,0000,12E,0000,000,012E,FFFF,008,100003
03,0002009001,12F,0000,12E,0000,000,012E,FFFF,008,100004
04,8109804002,12F,0000,12E,0000,000,012E,FFFF,008,100005
05,810C404002,12F,0000,12E,0000,000,012E,FFFF,008,100006
06,810C204002,12F,0000,12E,0000,000,012E,FFFF,008,100007
07,8078104002,12F,0000,12E,0000,000,012E,FFFF,008,100078
78,81A4084002,12F,0000,12E,0000,000,012E,FFFF,008,100079
79,8189044002,12F,0000,12E,0000,000,012E,FFFF,008,10007A
7A,817D024002,12F,0000,12E,0000,000,012E,FFFF,008,10007B
7B,80C4014002,12F,0000,12E,0000,000,012E,FFFF,008,1000C4
C4,80DE801040,12F,0000,12E,0000,000,012E,FFFF,008,1000DE
DE,4000000000,12F,0000,12E,0000,000,012E,FFFF,008,1000DF
DF,8001101040,12F,0000,12E,0000,000,012E,FFFF,008,100001
01,00A0009004,12F,0000,12F,0000,000,012F,FFFF,008,100002
02,0104009420,130,0000,12F,0000,000,012F,FFFF,008,100003
03,0002009001,130,0000,12F,0000,000,012F,FFFF,008,100004
04,8109804002,130,0000,12F,0000,000,012F,FFFF,008,100005
05,810C404002,130,0000,12F,0000,000,012F,FFFF,008,100006
06,810C204002,130,0000,12F,0000,000,012F,FFFF,008,100007
07,8078104002,130,0000,12F,0000,000,012F,FFFF,008,100078
78,81A4084002,130,0000,12F,0000,000,012F,FFFF,008,100079
79,8189044002,130,0000,12F,0000,000,012F,FFFF,008,10007A
7A,817D024002,130,0000,12F,0000,000,012F,FFFF,008,10007B
7B,80C4014002,130,0000,12F,0000,000,012F,FFFF,008,1000C4
C4,80DE801040,130,0000,12F,0000,000,012F,FFFF,008,1000DE
DE,4000000000,130,0000,12F,0000,000,012F,FFFF,008,1000DF
DF,8001101040,130,0000,12F,0000,000,012F,FFFF,008,100001
01,00A0009004,130,0000,130,0000,000,0130,FFFF,008,100002
02,0104009420,131,0000,130,0000,000,0130,FFFF,008,100003
03,0002009001,131,0000,130,0000,000,0130,FFFF,008,100004
04,8109804002,131,0000,130,0000,000,0130,FFFF,008,100005
05,810C404002,131,0000,130,0000,000,0130,FFFF,008,100006
06,810C204002,131,0000,130,0000,000,0130,FFFF,008,100007
07,8078104002,131,0000,130,0000,000,0130,FFFF,008,100078
78,81A4084002,131,0000,130,0000,000,0130,FFFF,008,100079
79,8189044002,131,0000,130,0000,000,0130,FFFF,008,10007A
7A,817D024002,131,0000,130,0000,000,0130,FFFF,008,10007B
7B,80C4014002,131,0000,130,0000,000,0130,FFFF,008,1000C4
C4,80DE801040,131,0000,130,0000,000,0130,FFFF,008,1000DE
DE,4000000000,131,0000,130,0000,000,0130,FFFF,008,1000DF
DF,8001101040,131,0000,130,0000,000,0130,FFFF,008,100001
01,00A0009004,131,0000,131,0000,000,0131,FFFF,008,100002
02,0104009420,132,0000,131,0000,000,0131,FFFF,008,100003
03,0002009001,132,0000,131,0000,000,0131,FFFF,008,100004
04,8109804002,132,0000,131,0000,000,0131,FFFF,008,100005
05,810C404002,132,0000,131,0000,000,0131,FFFF,008,100006
06,810C204002,132,0000,131,0000,000,0131,FFFF,008,100007
07,8078104002,132,0000,131,0000,000,0131,FFFF,008,100078
78,81A4084002,132,0000,131,0000,000,0131,FFFF,008,100079
79,8189044002,132,0000,131,0000,000,0131,FFFF,008,10007A
7A,817D024002,132,0000,131,0000,000,0131,FFFF,008,10007B
7B,80C4014002,132,0000,131,0000,000,0131,FFFF,008,1000C4
C4,80DE801040,132,0000,131,0000,000,0131,FFFF,008,1000DE
DE,4000000000,132,0000,131,0000,000,0131,FFFF,008,1000DF
DF,8001101040,132,0000,131,0000,000,0131,FFFF,008,100001
01,00A0009004,132,0000,132,0000,000,0132,FFFF,008,100002
02,0104009420,133,0000,132,0000,000,0132,FFFF,008,100003
03,0002009001,133,0000,132,0000,000,0132,FFFF,008,100004
04,8109804002,133,0000,132,0000,000,0132,FFFF,008,100005
05,810C404002,133,0000,132,0000,000,0132,FFFF,008,100006
06,810C204002,133,0000,132,0000,000,0132,FFFF,008,100007
07,8078104002,133,0000,132,0000,000,0132,FFFF,008,100078
78,81A4084002,133,0000,132,0000,000,0132,FFFF,008,100079
79,8189044002,133,0000,132,0000,000,0132,FFFF,008,10007A
7A,817D024002,133,0000,132,0000,000,0132,FFFF,008,10007B
7B,80C4014002,133,0000,132,0000,000,0132,FFFF,008,1000C4
C4,80DE801040,133,0000,132,0000,000,0132,FFFF,008,1000DE
DE,4000000000,133,0000,132,0000,000,0132,FFFF,008,1000DF
DF,8001101040,133,0000,132,0000,000,0132,FFFF,008,100001
01,00A0009004,133,0000,133,0000,000,0133,FFFF,008,100002
02,0104009420,134,0000,133,0000,000,0133,FFFF,008,100003
03,0002009001,134,0000,133,0000,000,0133,FFFF,008,100004
04,8109804002,134,0000,133,0000,000,0133,FFFF,008,100005
05,810C404002,134,0000,133,0000,000,0133,FFFF,008,100006
06,810C204002,134,0000,133,0000,000,0133,FFFF,008,100007
07,8078104002,134,0000,133,0000,000,0133,FFFF,008,100078
78,81A4084002,134,0000,133,0000,000,0133,FFFF,008,100079
79,8189044002,134,0000,133,0000,000,0133,FFFF,008,10007A
7A,817D024002,134,0000,133,0000,000,0133,FFFF,008,10007B
7B,80C4014002,134,0000,133,0000,000,0133,FFFF,008,1000C4
C4,80DE801040,134,0000,133,0000,000,0133,FFFF,008,1000DE
DE,4000000000,134,0000,133,0000,000,0133,FFFF,008,1000DF
DF,8001101040,134,0000,133,0000,000,0133,FFFF,008,100001
01,00A0009004,134,0000,134,0000,000,0134,FFFF,008,100002
02,0104009420,135,0000,134,0000,000,0134,FFFF,008,100003
03,0002009001,135,0000,134,0000,000,0134,FFFF,008,100004
04,8109804002,135,0000,134,0000,000,0134,FFFF,008,100005
05,810C404002,135,0000,134,0000,000,0134,FFFF,008,100006
06,810C204002,135,0000,134,0000,000,0134,FFFF,008,100007
07,8078104002,135,0000,134,0000,000,0134,FFFF,008,100078
78,81A4084002,135,0000,134,0000,000,0134,FFFF,008,100079
79,8189044002,135,0000,134,0000,000,0134,FFFF,008,10007A
7A,817D024002,135,0000,134,0000,000,0134,FFFF,008,10007B
7B,80C4014002,135,0000,134,0000,000,0134,FFFF,008,1000C4
C4,80DE801040,135,0000,134,0000,000,0134,FFFF,008,1000DE
DE,4000000000,135,0000,134,0000,000,0134,FFFF,008,1000DF
DF,8001101040,135,0000,134,0000,000,0134,FFFF,008,100001
01,00A0009004,135,0000,135,0000,000,0135,FFFF,008,100002
02,0104009420,136,0000,135,0000,000,0135,FFFF,008,100003
03,0002009001,136,0000,135,0000,000,0135,FFFF,008,100004
04,8109804002,136,0000,135,0000,000,0135,FFFF,008,100005
05,810C404002,136,0000,135,0000,000,0135,FFFF,008,100006
06,810C204002,136,0000,135,0000,000,0135,FFFF,008,100007
07,8078104002,136,0000,135,0000,000,0135,FFFF,008,100078
78,81A4084002,136,0000,135,0000,000,0135,FFFF,008,100079
79,8189044002,136,0000,135,0000,000,0135,FFFF,008,10007A
7A,817D024002,136,0000,135,0000,000,0135,FFFF,008,10007B
7B,80C4014002,136,0000,135,0000,000,0135,FFFF,008,1000C4
C4,80DE801040,136,0000,135,0000,000,0135,FFFF,008,1000DE
DE,4000000000,136,0000,135,0000,000,0135,FFFF,008,1000DF
DF,8001101040,136,0000,135,0000,000,0135,FFFF,008,100001
01,00A0009004,136,0000,136,0000,000,0136,FFFF,008,100002
02,0104009420,137,0000,136,0000,000,0136,FFFF,008,100003
03,0002009001,137,0000,136,0000,000,0136,FFFF,008,100004
04,8109804002,137,0000,136,0000,000,0136,FFFF,008,100005
05,810C404002,137,0000,136,0000,000,0136,FFFF,008,100006
06,810C204002,137,0000,136,0000,000,0136,FFFF,008,100007
07,8078104002,137,0000,136,0000,000,0136,FFFF,008,100078
78,81A4084002,137,0000,136,0000,000,0136,FFFF,008,100079
79,8189044002,137,0000,136,0000,000,0136,FFFF,008,10007A
7A,817D024002,137,0000,136,0000,000,0136,FFFF,008,10007B
7B,80C4014002,137,0000,136,0000,000,0136,FFFF,008,1000C4
C4,80DE801040,137,0000,136,0000,000,0136,FFFF,008,1000DE
DE,4000000000,137,0000,136,0000,000,0136,FFFF,008,1000DF
DF,8001101040,137,0000,136,0000,000,0136,FFFF,008,100001
01,00A0009004,137,0000,137,0000,000,0137,FFFF,008,100002
02,0104009420,138,0000,137,0000,000,0137,FFFF,008,100003
03,0002009001,138,0000,137,0000,000,0137,FFFF,008,100004
04,8109804002,138,0000,137,0000,000,0137,FFFF,008,100005
05,810C404002,138,0000,137,0000,000,0137,FFFF,008,100006
06,810C204002,138,0000,137,0000,000,0137,FFFF,008,100007
07,8078104002,138,0000,137,0000,000,0137,FFFF,008,100078
78,81A4084002,138,0000,137,0000,000,0137,FFFF,008,100079
79,8189044002,138,0000,137,0000,000,0137,FFFF,008,10007A
7A,817D024002,138,0000,137,0000,000,0137,FFFF,008,10007B
7B,80C4014002,138,0000,137,0000,000,0137,FFFF,008,1000C4
C4,80DE801040,138,0000,137,0000,000,0137,FFFF,008,1000DE
DE,4000000000,138,0000,137,0000,000,0137,FFFF,008,1000DF
DF,8001101040,138,0000,137,0000,000,0137,FFFF,008,100001
01,00A0009004,138,0000,138,0000,000,0138,FFFF,008,100002
02,0104009420,139,0000,138,0000,000,0138,FFFF,008,100003
03,0002009001,139,0000,138,0000,000,0138,FFFF,008,100004
04,8109804002,139,0000,138,0000,000,0138,FFFF,008,100005
05,810C404002,139,0000,138,0000,000,0138,FFFF,008,100006
06,810C204002,139,0000,138,0000,000,0138,FFFF,008,100007
07,8078104002,139,0000,138,0000,000,0138,FFFF,008,100078
78,81A4084002,139,0000,138,0000,000,0138,FFFF,008,100079
79,8189044002,139,0000,138,0000,000,0138,FFFF,008,10007A
7A,817D024002,139,0000,138,0000,000,0138,FFFF,008,10007B
7B,80C4014002,139,0000,138,0000,000,0138,FFFF,008,1000C4
C4,80DE801040,139,0000,138,0000,000,0138,FFFF,008,1000DE
DE,4000000000,139,0000,138,0000,000,0138,FFFF,008,1000DF
DF,8001101040,139,0000,138,0000,000,0138,FFFF,008,100001
01,00A0009004,139,0000,139,0000,000,0139,FFFF,008,100002
02,0104009420,13A,0000,139,0000,000,0139,FFFF,008,100003
03,0002009001,13A,0000,139,0000,000,0139,FFFF,008,100004
04,8109804002,13A,0000,139,0000,000,0139,FFFF,008,100005
05,810C404002,13A,0000,139,0000,000,0139,FFFF,008,100006
06,810C204002,13A,0000,139,0000,000,0139,FFFF,008,100007
07,8078104002,13A,0000,139,0000,000,0139,FFFF,008,100078
78,81A4084002,13A,0000,139,0000,000,0139,FFFF,008,100079
79,8189044002,13A,0000,139,0000,000,0139,FFFF,008,10007A
7A,817D024002,13A,0000,139,0000,000,0139,FFFF,008,10007B
7B,80C4014002,13A,0000,139,0000,000,0139,FFFF,008,1000C4
C4,80DE801040,13A,0000,139,0000,000,0139,FFFF,008,1000DE
DE,4000000000,13A,0000,139,0000,000,0139,FFFF,008,1000DF
DF,8001101040,13A,0000,139,0000,000,0139,FFFF,008,100001
01,00A0009004,13A,0000,13A,0000,000,013A,FFFF,008,100002
02,0104009420,13B,0000,13A,0000,000,013A,FFFF,008,100003
03,0002009001,13B,0000,13A,0000,000,013A,FFFF,008,100004
04,8109804002,13B,0000,13A,0000,000,013A,FFFF,008,100005
05,810C404002,13B,0000,13A,0000,000,013A,FFFF,008,100006
06,810C204002,13B,0000,13A,0000,000,013A,FFFF,008,100007
07,8078104002,13B,0000,13A,0000,000,013A,FFFF,008,100078
78,81A4084002,13B,0000,13A,0000,000,013A,FFFF,008,100079
79,8189044002,13B,0000,13A,0000,000,013A,FFFF,008,10007A
7A,817D024002,13B,0000,13A,0000,000,013A,FFFF,008,10007B
7B,80C4014002,13B,0000,13A,0000,000,013A,FFFF,008,1000C4
C4,80DE801040,13B,0000,13A,0000,000,013A,FFFF,008,1000DE
DE,4000000000,13B,0000,13A,0000,000,013A,FFFF,008,1000DF
DF,8001101040,13B,0000,13A,0000,000,013A,FFFF,008,100001
01,00A0009004,13B,0000,13B,0000,000,013B,FFFF,008,100002
02,0104009420,13C,0000,13B,0000,000,013B,FFFF,008,100003
03,0002009001,13C,0000,13B,0000,000,013B,FFFF,008,100004
04,8109804002,13C,0000,13B,0000,000,013B,FFFF,008,100005
05,810C404002,13C,0000,13B,0000,000,013B,FFFF,008,100006
06,810C204002,13C,0000,13B,0000,000,013B,FFFF,008,100007
07,8078104002,13C,0000,13B,0000,000,013B,FFFF,008,100078
78,81A4084002,13C,0000,13B,0000,000,013B,FFFF,008,100079
79,8189044002,13C,0000,13B,0000,000,013B,FFFF,008,10007A
7A,817D024002,13C,0000,13B,0000,000,013B,FFFF,008,10007B
7B,80C4014002,13C,0000,13B,0000,000,013B,FFFF,008,1000C4
C4,80DE801040,13C,0000,13B,0000,000,013B,FFFF,008,1000DE
DE,4000000000,13C,0000,13B,0000,000,013B,FFFF,008,1000DF
DF,8001101040,13C,0000,13B,0000,000,013B,FFFF,008,100001
01,00A0009004,13C,0000,13C,0000,000,013C,FFFF,008,100002
02,0104009420,13D,0000,13C,0000,000,013C,FFFF,008,100003
03,0002009001,13D,0000,13C,0000,000,013C,FFFF,008,100004
04,8109804002,13D,0000,13C,0000,000,013C,FFFF,008,100005
05,810C404002,13D,0000,13C,0000,000,013C,FFFF,008,100006
06,810C204002,13D,0000,13C,0000,000,013C,FFFF,008,100007
07,8078104002,13D,0000,13C,0000,000,013C,FFFF,008,100078
78,81A4084002,13D,0000,13C,0000,000,013C,FFFF,008,100079
79,8189044002,13D,0000,13C,0000,000,013C,FFFF,008,10007A
7A,817D024002,13D,0000,13C,0000,000,013C,FFFF,008,10007B
7B,80C4014002,13D,0000,13C,0000,000,013C,FFFF,008,1000C4
C4,80DE801040,13D,0000,13C,0000,000,013C,FFFF,008,1000DE
DE,4000000000,13D,0000,13C,0000,000,013C,FFFF,008,1000DF
DF,8001101040,13D,0000,13C,0000,000,013C,FFFF,008,100001
01,00A0009004,13D,0000,13D,0000,000,013D,FFFF,008,100002
02,0104009420,13E,0000,13D,0000,000,013D,FFFF,008,100003
03,0002009001,13E,0000,13D,0000,000,013D,FFFF,008,100004
04,8109804002,13E,0000,13D,0000,000,013D,FFFF,008,100005
05,810C404002,13E,0000,13D,0000,000,013D,FFFF,008,100006
06,810C204002,13E,0000,13D,0000,000,013D,FFFF,008,100007
07,8078104002,13E,0000,13D,0000,000,013D,FFFF,008,100078
78,81A4084002,13E,0000,13D,0000,000,013D,FFFF,008,100079
79,8189044002,13E,0000,13D,0000,000,013D,FFFF,008,10007A
7A,817D024002,13E,0000,13D,0000,000,013D,FFFF,008,10007B
7B,80C4014002,13E,0000,13D,0000,000,013D,FFFF,008,1000C4
C4,80DE801040,13E,0000,13D,0000,000,013D,FFFF,008,1000DE
DE,4000000000,13E,0000,13D,0000,000,013D,FFFF,008,1000DF
DF,8001101040,13E,0000,13D,0000,000,013D,FFFF,008,100001
01,00A0009004,13E,0000,13E,0000,000,013E,FFFF,008,100002
02,0104009420,13F,0000,13E,0000,000,013E,FFFF,008,100003
03,0002009001,13F,0000,13E,0000,000,013E,FFFF,008,100004
04,8109804002,13F,0000,13E,0000,000,013E,FFFF,008,100005
05,810C404002,13F,0000,13E,0000,000,013E,FFFF,008,100006
06,810C204002,13F,0000,13E,0000,000,013E,FFFF,008,100007
07,8078104002,13F,0000,13E,0000,000,013E,FFFF,008,100078
78,81A4084002,13F,0000,13E,0000,000,013E,FFFF,008,100079
79,8189044002,13F,0000,13E,0000,000,013E,FFFF,008,10007A
7A,817D024002,13F,0000,13E,0000,000,013E,FFFF,008,10007B
7B,80C4014002,13F,0000,13E,0000,000,013E,FFFF,008,1000C4
C4,80DE801040,13F,0000,13E,0000,000,013E,FFFF,008,1000DE
DE,4000000000,13F,0000,13E,0000,000,013E,FFFF,008,1000DF
DF,8001101040,13F,0000,13E,0000,000,013E,FFFF,008,100001
01,00A0009004,13F,0000,13F,0000,000,013F,FFFF,008,100002
02,0104009420,140,0000,13F,0000,000,013F,FFFF,008,100003
03,0002009001,140,0000,13F,0000,000,013F,FFFF,008,100004
04,8109804002,140,0000,13F,0000,000,013F,FFFF,008,100005
05,810C404002,140,0000,13F,0000,000,013F,FFFF,008,100006
06,810C204002,140,0000,13F,0000,000,013F,FFFF,008,100007
07,8078104002,140,0000,13F,0000,000,013F,FFFF,008,100078
78,81A4084002,140,0000,13F,0000,000,013F,FFFF,008,100079
79,8189044002,140,0000,13F,0000,000,013F,FFFF,008,10007A
7A,817D024002,140,0000,13F,0000,000,013F,FFFF,008,10007B
7B,80C4014002,140,0000,13F,0000,000,013F,FFFF,008,1000C4
C4,80DE801040,140,0000,13F,0000,000,013F,FFFF,008,1000DE
DE,4000000000,140,0000,13F,0000,000,013F,FFFF,008,1000DF
DF,8001101040,140,0000,13F,0000,000,013F,FFFF,008,100001
01,00A0009004,140,0000,140,0000,000,0140,FFFF,008,100002
02,0104009420,141,0000,140,0000,000,0140,FFFF,008,100003
03,0002009001,141,0000,140,0000,000,0140,FFFF,008,100004
04,8109804002,141,0000,140,0000,000,0140,FFFF,008,100005
05,810C404002,141,0000,140,0000,000,0140,FFFF,008,100006
06,810C204002,141,0000,140,0000,000,0140,FFFF,008,100007
07,8078104002,141,0000,140,0000,000,0140,FFFF,008,100078
78,81A4084002,141,0000,140,0000,000,0140,FFFF,008,100079
79,8189044002,141,0000,140,0000,000,0140,FFFF,008,10007A
7A,817D024002,141,0000,140,0000,000,0140,FFFF,008,10007B
7B,80C4014002,141,0000,140,0000,000,0140,FFFF,008,1000C4
C4,80DE801040,141,0000,140,0000,000,0140,FFFF,008,1000DE
